capitalized,word_shape,contains_digit,prefixes,suffixes,POS,prev_word,prev_POS,next_word,next_POS,dep_tag,head_text,is_chunk,in_league,in_club,in_home,in_player,in_coach,in_nation,in_continent,token,NER
1,Xxxxxx,0,"['S', 'Su', 'Sum', 'Summ']","['r', 'er', 'mer', 'mmer']",NOUN,This,DET,,,npadvmod,Join,I,0,0,0,0,0,0,0,Summer,O
1,Xxxxx,0,"['I', 'In', 'Int', 'Inte']","['r', 'er', 'ter', 'nter']",PROPN,,,Put,VERB,nsubj,Put,O,0,0,0,0,0,0,0,Inter,B-Club
1,Xxx,0,"['P', 'Pu']","['t', 'ut']",VERB,Inter,PROPN,Off,ADP,ROOT,Put,O,0,0,0,0,0,0,0,Put,O
1,Xxx,0,"['O', 'Of']","['f', 'ff']",ADP,Put,VERB,Joao,PROPN,prt,Put,O,0,0,0,0,0,0,0,Off,O
1,Xxxx,0,"['J', 'Jo', 'Joa']","['o', 'ao', 'oao']",PROPN,Off,ADP,Cancelo,PROPN,compound,Deal,O,0,0,0,0,0,0,0,Joao,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Can', 'Canc']","['o', 'lo', 'elo', 'celo']",PROPN,Joao,PROPN,Deal,PROPN,compound,Deal,O,0,0,0,1,0,0,0,Cancelo,I-Player
1,Xxxx,0,"['D', 'De', 'Dea']","['l', 'al', 'eal']",PROPN,Cancelo,PROPN,by,ADP,dobj,Put,O,0,0,0,0,0,0,0,Deal,O
0,xx,0,['b'],['y'],ADP,Deal,PROPN,Asking,VERB,prep,Put,O,0,0,0,0,0,0,0,by,O
1,Xxxxxx,0,"['A', 'As', 'Ask', 'Aski']","['g', 'ng', 'ing', 'king']",VERB,by,ADP,Price,PROPN,pcomp,by,O,0,0,0,0,0,0,0,Asking,O
1,Xxxxx,0,"['P', 'Pr', 'Pri', 'Pric']","['e', 'ce', 'ice', 'rice']",PROPN,Asking,VERB,as,ADP,dobj,Asking,O,0,0,0,0,0,0,0,Price,O
0,xx,0,['a'],['s'],ADP,Price,PROPN,Manchester,PROPN,prep,Asking,O,0,0,0,0,0,0,0,as,O
1,Xxxxxxxxxx,0,"['M', 'Ma', 'Man', 'Manc']","['r', 'er', 'ter', 'ster']",PROPN,as,ADP,City,PROPN,compound,City,B,0,0,0,0,0,0,0,Manchester,B-Club
1,Xxxx,0,"['C', 'Ci', 'Cit']","['y', 'ty', 'ity']",PROPN,Manchester,PROPN,Chase,PROPN,compound,Telles,I,0,0,0,0,0,0,0,City,I-Club
1,Xxxxx,0,"['C', 'Ch', 'Cha', 'Chas']","['e', 'se', 'ase', 'hase']",PROPN,City,PROPN,Alex,PROPN,compound,Telles,O,0,0,0,0,0,0,0,Chase,O
1,Xxxx,0,"['A', 'Al', 'Ale']","['x', 'ex', 'lex']",PROPN,Chase,PROPN,Telles,PROPN,compound,Telles,O,0,0,0,1,0,0,0,Alex,B-Player
1,Xxxxxx,0,"['T', 'Te', 'Tel', 'Tell']","['s', 'es', 'les', 'lles']",PROPN,Alex,PROPN,,,pobj,as,O,0,0,0,1,0,0,0,Telles,I-Player
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,,,'s,PART,poss,Stance,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,'x,0,"[""'""]",['s'],PART,Liverpool,PROPN,Stance,PROPN,case,Liverpool,O,0,0,0,0,0,0,0,'s,O
1,Xxxxxx,0,"['S', 'St', 'Sta', 'Stan']","['e', 'ce', 'nce', 'ance']",PROPN,'s,PART,on,ADP,ROOT,Stance,B,0,0,0,0,0,0,0,Stance,O
0,xx,0,['o'],['n'],ADP,Stance,PROPN,Jadon,PROPN,prep,Stance,I,0,0,0,0,0,0,0,on,O
1,Xxxxx,0,"['J', 'Ja', 'Jad', 'Jado']","['n', 'on', 'don', 'adon']",PROPN,on,ADP,Sancho,PROPN,compound,Move,I,0,0,0,1,0,0,0,Jadon,B-Player
1,Xxxxxx,0,"['S', 'Sa', 'San', 'Sanc']","['o', 'ho', 'cho', 'ncho']",PROPN,Jadon,PROPN,Move,PROPN,compound,Move,I,0,0,0,1,0,0,0,Sancho,I-Player
1,Xxxx,0,"['M', 'Mo', 'Mov']","['e', 've', 'ove']",PROPN,Sancho,PROPN,After,ADP,pobj,on,I,0,0,0,0,0,0,0,Move,O
1,Xxxxx,0,"['A', 'Af', 'Aft', 'Afte']","['r', 'er', 'ter', 'fter']",ADP,Move,PROPN,Missing,VERB,prep,Stance,I,0,0,0,0,0,0,0,After,O
1,Xxxxxxx,0,"['M', 'Mi', 'Mis', 'Miss']","['g', 'ng', 'ing', 'sing']",VERB,After,ADP,Out,ADP,pcomp,After,I,0,0,0,0,0,0,0,Missing,O
1,Xxx,0,"['O', 'Ou']","['t', 'ut']",ADP,Missing,VERB,on,ADP,prt,Missing,I,0,0,0,0,0,0,0,Out,O
0,xx,0,['o'],['n'],ADP,Out,ADP,Timo,PROPN,prep,Missing,O,0,0,0,0,0,0,0,on,O
1,Xxxx,0,"['T', 'Ti', 'Tim']","['o', 'mo', 'imo']",PROPN,on,ADP,Werner,PROPN,compound,Werner,B,0,0,0,1,0,0,0,Timo,B-Player
1,Xxxxxx,0,"['W', 'We', 'Wer', 'Wern']","['r', 'er', 'ner', 'rner']",PROPN,Timo,PROPN,,,pobj,on,I,0,0,0,1,0,0,0,Werner,I-Player
1,Xxxxxx,0,"['D', 'Da', 'Dan', 'Dani']","['l', 'el', 'iel', 'niel']",PROPN,,,James,PROPN,compound,James,B,0,0,0,1,0,0,0,Daniel,B-Player
1,Xxxxx,0,"['J', 'Ja', 'Jam', 'Jame']","['s', 'es', 'mes', 'ames']",PROPN,Daniel,PROPN,to,PART,ROOT,James,I,0,0,0,1,0,0,0,James,I-Player
0,xx,0,['t'],['o'],PART,James,PROPN,Be,AUX,aux,Be,O,0,0,0,0,0,0,0,to,O
1,Xx,0,['B'],['e'],AUX,to,PART,Handed,ADJ,relcl,James,O,0,0,0,0,0,0,0,Be,O
1,Xxxxxx,0,"['H', 'Ha', 'Han', 'Hand']","['d', 'ed', 'ded', 'nded']",ADJ,Be,AUX,',PUNCT,dep,Be,O,0,0,0,0,0,0,0,Handed,O
0,',0,[],[],PUNCT,Handed,ADJ,Bumper,PROPN,punct,Handed,O,0,0,0,0,0,0,0,',O
1,Xxxxxx,0,"['B', 'Bu', 'Bum', 'Bump']","['r', 'er', 'per', 'mper']",PROPN,',PUNCT,',PUNCT,dobj,Handed,O,0,0,0,0,0,0,0,Bumper,O
0,',0,[],[],PUNCT,Bumper,PROPN,New,PROPN,case,Bumper,O,0,0,0,0,0,0,0,',O
1,Xxx,0,"['N', 'Ne']","['w', 'ew']",PROPN,',PUNCT,Deal,PROPN,compound,Deal,O,0,0,0,0,0,0,0,New,O
1,Xxxx,0,"['D', 'De', 'Dea']","['l', 'al', 'eal']",PROPN,New,PROPN,Ahead,ADV,compound,Ahead,O,0,0,0,0,0,0,0,Deal,O
1,Xxxxx,0,"['A', 'Ah', 'Ahe', 'Ahea']","['d', 'ad', 'ead', 'head']",ADV,Deal,PROPN,of,ADP,advmod,Handed,O,0,0,0,0,0,0,0,Ahead,O
0,xx,0,['o'],['f'],ADP,Ahead,ADV,Possible,PROPN,prep,Ahead,O,0,0,0,0,0,0,0,of,O
1,Xxxxxxxx,0,"['P', 'Po', 'Pos', 'Poss']","['e', 'le', 'ble', 'ible']",PROPN,of,ADP,Loan,PROPN,compound,Move,O,0,0,0,0,0,0,0,Possible,O
1,Xxxx,0,"['L', 'Lo', 'Loa']","['n', 'an', 'oan']",PROPN,Possible,PROPN,Move,PROPN,compound,Move,O,0,0,0,0,0,0,0,Loan,O
1,Xxxx,0,"['M', 'Mo', 'Mov']","['e', 've', 'ove']",PROPN,Loan,PROPN,,,pobj,of,O,0,0,0,0,0,0,0,Move,O
1,Xxx,0,"['W', 'Wh']","['y', 'hy']",SCONJ,,,it,PRON,advmod,'s,O,0,0,0,0,0,0,0,Why,O
0,xx,0,['i'],['t'],PRON,Why,SCONJ,'s,AUX,nsubj,'s,O,0,0,0,0,0,0,0,it,O
0,'x,0,"[""'""]",['s'],AUX,it,PRON,Probably,ADV,ROOT,'s,O,0,0,0,0,0,0,0,'s,O
1,Xxxxxxxx,0,"['P', 'Pr', 'Pro', 'Prob']","['y', 'ly', 'bly', 'ably']",ADV,'s,AUX,Worth,ADJ,advmod,'s,B,0,0,0,0,0,0,0,Probably,O
1,Xxxxx,0,"['W', 'Wo', 'Wor', 'Wort']","['h', 'th', 'rth', 'orth']",ADJ,Probably,ADV,Ignoring,VERB,acomp,'s,I,0,0,0,0,0,0,0,Worth,O
1,Xxxxxxxx,0,"['I', 'Ig', 'Ign', 'Igno']","['g', 'ng', 'ing', 'ring']",VERB,Worth,ADJ,the,DET,xcomp,Worth,I,0,0,0,0,0,0,0,Ignoring,O
0,xxx,0,"['t', 'th']","['e', 'he']",DET,Ignoring,VERB,Adama,PROPN,det,Adama,I,0,0,0,0,0,0,0,the,O
1,Xxxxx,0,"['A', 'Ad', 'Ada', 'Adam']","['a', 'ma', 'ama', 'dama']",PROPN,the,DET,TraorÃƒÂ,NOUN,dobj,Ignoring,I,0,0,0,1,0,0,0,Adama,B-Player
1,XxxxxXxX,0,"['T', 'Tr', 'Tra', 'Trao']","['Â', 'ƒÂ', 'ÃƒÂ', 'rÃƒÂ']",NOUN,Adama,PROPN,©,NOUN,compound,©,O,0,0,0,0,0,0,0,TraorÃƒÂ,I-Player
0,©,0,[],[],NOUN,TraorÃƒÂ,NOUN,to,ADP,ROOT,©,O,0,0,0,0,0,0,0,©,O
0,xx,0,['t'],['o'],ADP,©,NOUN,Liverpool,PROPN,prep,©,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,to,ADP,Links,PROPN,compound,Links,B,0,1,0,0,0,0,0,Liverpool,B-Club
1,Xxxxx,0,"['L', 'Li', 'Lin', 'Link']","['s', 'ks', 'nks', 'inks']",PROPN,Liverpool,PROPN,for,ADP,pobj,to,I,0,0,0,0,0,0,0,Links,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Links,PROPN,Now,ADV,prep,©,I,0,0,0,0,0,0,0,for,O
1,Xxx,0,"['N', 'No']","['w', 'ow']",ADV,for,ADP,,,pcomp,for,I,0,0,0,0,0,0,0,Now,O
1,Xxxxxxxxxx,0,"['M', 'Ma', 'Man', 'Manc']","['r', 'er', 'ter', 'ster']",PROPN,,,United,PROPN,compound,United,B,0,0,0,0,0,0,0,Manchester,B-Club
1,Xxxxxx,0,"['U', 'Un', 'Uni', 'Unit']","['d', 'ed', 'ted', 'ited']",PROPN,Manchester,PROPN,',PUNCT,nmod,Ã‚Â£45,I,0,0,0,0,0,0,0,United,I-Club
0,',0,[],[],PUNCT,United,PROPN,Ready,ADJ,punct,United,I,0,0,0,0,0,0,0,',O
1,Xxxxx,0,"['R', 'Re', 'Rea', 'Read']","['y', 'dy', 'ady', 'eady']",ADJ,',PUNCT,to,PART,appos,United,O,0,0,0,0,0,0,0,Ready,O
0,xx,0,['t'],['o'],PART,Ready,ADJ,Hijack,PROPN,prep,Ready,O,0,0,0,0,0,0,0,to,O
1,Xxxxxx,0,"['H', 'Hi', 'Hij', 'Hija']","['k', 'ck', 'ack', 'jack']",PROPN,to,PART,',PUNCT,poss,Madrid,O,0,0,0,0,0,0,0,Hijack,O
0,',0,[],[],PUNCT,Hijack,PROPN,Real,PROPN,case,Hijack,O,0,0,0,0,0,0,0,',O
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",PROPN,',PUNCT,Madrid,PROPN,compound,Madrid,O,0,0,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,PROPN,'s,PART,pobj,to,O,0,0,0,0,0,0,0,Madrid,I-Club
0,'x,0,"[""'""]",['s'],PART,Madrid,PROPN,Ã‚Â£45,PROPN,case,Madrid,O,0,0,0,0,0,0,0,'s,O
1,X‚X£dd,1,"['Ã', 'Ã‚', 'Ã‚Â', 'Ã‚Â£']","['5', '45', '£45', 'Â£45']",PROPN,'s,PART,m,PROPN,nmod,Move,O,0,0,0,0,0,0,0,Ã‚Â£45,O
0,x,0,[],[],PROPN,Ã‚Â£45,PROPN,Donny,PROPN,punct,Ã‚Â£45,O,0,0,0,0,0,0,0,m,O
1,Xxxxx,0,"['D', 'Do', 'Don', 'Donn']","['y', 'ny', 'nny', 'onny']",PROPN,m,PROPN,van,PROPN,compound,Move,B,0,0,0,1,0,0,0,Donny,B-Player
0,xxx,0,"['v', 'va']","['n', 'an']",PROPN,Donny,PROPN,de,X,compound,Move,I,0,0,0,1,1,0,0,van,I-Player
0,xx,0,['d'],['e'],X,van,PROPN,Beek,PROPN,compound,Move,I,0,0,0,1,0,0,0,de,I-Player
1,Xxxx,0,"['B', 'Be', 'Bee']","['k', 'ek', 'eek']",PROPN,de,X,Move,PROPN,compound,Move,I,0,0,0,1,0,0,0,Beek,I-Player
1,Xxxx,0,"['M', 'Mo', 'Mov']","['e', 've', 'ove']",PROPN,Beek,PROPN,,,ROOT,Move,O,0,0,0,0,0,0,0,Move,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,,,to,PART,ROOT,Barcelona,B,0,1,0,0,0,0,0,Barcelona,B-Club
0,xx,0,['t'],['o'],PART,Barcelona,PROPN,Open,VERB,aux,Open,O,0,0,0,0,0,0,0,to,O
1,Xxxx,0,"['O', 'Op', 'Ope']","['n', 'en', 'pen']",VERB,to,PART,Contract,NOUN,relcl,Barcelona,O,0,0,0,0,0,0,0,Open,O
1,Xxxxxxxx,0,"['C', 'Co', 'Con', 'Cont']","['t', 'ct', 'act', 'ract']",NOUN,Open,VERB,Talks,PROPN,compound,Talks,O,0,0,0,0,0,0,0,Contract,O
1,Xxxxx,0,"['T', 'Ta', 'Tal', 'Talk']","['s', 'ks', 'lks', 'alks']",PROPN,Contract,NOUN,With,ADP,dobj,Open,O,0,0,0,0,0,0,0,Talks,O
1,Xxxx,0,"['W', 'Wi', 'Wit']","['h', 'th', 'ith']",ADP,Talks,PROPN,Lionel,PROPN,prep,Talks,O,0,0,0,0,0,0,0,With,O
1,Xxxxxx,0,"['L', 'Li', 'Lio', 'Lion']","['l', 'el', 'nel', 'onel']",PROPN,With,ADP,Messi,PROPN,compound,Messi,O,0,0,0,1,0,0,0,Lionel,B-Player
1,Xxxxx,0,"['M', 'Me', 'Mes', 'Mess']","['i', 'si', 'ssi', 'essi']",PROPN,Lionel,PROPN,&,CCONJ,pobj,With,O,0,0,0,1,0,0,0,Messi,I-Player
0,&,0,[],[],CCONJ,Messi,PROPN,Other,ADJ,cc,Messi,O,0,0,0,0,0,0,0,&,O
1,Xxxxx,0,"['O', 'Ot', 'Oth', 'Othe']","['r', 'er', 'her', 'ther']",ADJ,&,CCONJ,Key,PROPN,amod,Stars,O,0,0,0,0,0,0,0,Other,O
1,Xxx,0,"['K', 'Ke']","['y', 'ey']",PROPN,Other,ADJ,Stars,PROPN,compound,Stars,O,0,0,0,0,0,0,0,Key,O
1,Xxxxx,0,"['S', 'St', 'Sta', 'Star']","['s', 'rs', 'ars', 'tars']",PROPN,Key,PROPN,,,conj,Messi,O,0,0,0,0,0,0,0,Stars,O
1,XX,0,['R'],['B'],PROPN,,,Leipzig,PROPN,compound,Chief,B,0,0,0,0,0,0,0,RB,B-Club
1,Xxxxxxx,0,"['L', 'Le', 'Lei', 'Leip']","['g', 'ig', 'zig', 'pzig']",PROPN,RB,PROPN,Chief,PROPN,compound,Chief,I,0,0,0,0,0,0,0,Leipzig,I-Club
1,Xxxxx,0,"['C', 'Ch', 'Chi', 'Chie']","['f', 'ef', 'ief', 'hief']",PROPN,Leipzig,PROPN,Claims,PROPN,compound,Chelsea,O,0,0,0,0,0,0,0,Chief,O
1,Xxxxxx,0,"['C', 'Cl', 'Cla', 'Clai']","['s', 'ms', 'ims', 'aims']",PROPN,Chief,PROPN,Chelsea,PROPN,compound,Chelsea,O,0,0,0,0,0,0,0,Claims,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,Claims,PROPN,Are,AUX,nsubj,Are,O,0,1,0,0,0,0,0,Chelsea,B-Club
1,Xxx,0,"['A', 'Ar']","['e', 're']",AUX,Chelsea,PROPN,Yet,ADV,ROOT,Are,O,0,0,0,0,0,0,0,Are,O
1,Xxx,0,"['Y', 'Ye']","['t', 'et']",ADV,Are,AUX,to,ADP,advmod,Are,O,0,0,0,0,0,0,0,Yet,O
0,xx,0,['t'],['o'],ADP,Yet,ADV,Trigger,PROPN,prep,Are,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxx,0,"['T', 'Tr', 'Tri', 'Trig']","['r', 'er', 'ger', 'gger']",PROPN,to,ADP,Timo,PROPN,compound,Werner,B,0,0,0,0,0,0,0,Trigger,O
1,Xxxx,0,"['T', 'Ti', 'Tim']","['o', 'mo', 'imo']",PROPN,Trigger,PROPN,Werner,PROPN,compound,Werner,I,0,0,0,1,0,0,0,Timo,B-Player
1,Xxxxxx,0,"['W', 'We', 'Wer', 'Wern']","['r', 'er', 'ner', 'rner']",PROPN,Timo,PROPN,'s,PART,poss,Clause,I,0,0,0,1,0,0,0,Werner,I-Player
0,'x,0,"[""'""]",['s'],PART,Werner,PROPN,Release,PROPN,case,Werner,I,0,0,0,0,0,0,0,'s,O
1,Xxxxxxx,0,"['R', 'Re', 'Rel', 'Rele']","['e', 'se', 'ase', 'ease']",PROPN,'s,PART,Clause,NOUN,compound,Clause,B,0,0,0,0,0,0,0,Release,O
1,Xxxxxx,0,"['C', 'Cl', 'Cla', 'Clau']","['e', 'se', 'use', 'ause']",NOUN,Release,PROPN,,,pobj,to,I,0,0,0,0,0,0,0,Clause,O
1,Xxxxx,0,"['I', 'In', 'Int', 'Inte']","['r', 'er', 'ter', 'nter']",PROPN,,,Leading,VERB,compound,Juventus,B,0,0,0,0,0,0,0,Inter,B-Club
1,Xxxxxxx,0,"['L', 'Le', 'Lea', 'Lead']","['g', 'ng', 'ing', 'ding']",VERB,Inter,PROPN,Juventus,PROPN,amod,Juventus,I,0,0,0,0,0,0,0,Leading,O
1,Xxxxxxxx,0,"['J', 'Ju', 'Juv', 'Juve']","['s', 'us', 'tus', 'ntus']",PROPN,Leading,VERB,in,ADP,ROOT,Juventus,I,0,1,0,0,0,0,0,Juventus,B-Club
0,xx,0,['i'],['n'],ADP,Juventus,PROPN,Race,PROPN,prep,Juventus,O,0,0,0,0,0,0,0,in,O
1,Xxxx,0,"['R', 'Ra', 'Rac']","['e', 'ce', 'ace']",PROPN,in,ADP,to,ADP,pobj,in,O,0,0,0,0,0,0,0,Race,O
0,xx,0,['t'],['o'],ADP,Race,PROPN,Land,PROPN,prep,Race,O,0,0,0,0,0,0,0,to,O
1,Xxxx,0,"['L', 'La', 'Lan']","['d', 'nd', 'and']",PROPN,to,ADP,Hellas,PROPN,compound,Verona,O,0,0,0,0,0,0,0,Land,O
1,Xxxxxx,0,"['H', 'He', 'Hel', 'Hell']","['s', 'as', 'las', 'llas']",PROPN,Land,PROPN,Verona,PROPN,compound,Verona,O,0,0,0,0,0,0,0,Hellas,B-Club
1,Xxxxxx,0,"['V', 'Ve', 'Ver', 'Vero']","['a', 'na', 'ona', 'rona']",PROPN,Hellas,PROPN,Defender,PROPN,compound,Kumbulla,O,0,0,0,0,0,0,0,Verona,I-Club
1,Xxxxxxxx,0,"['D', 'De', 'Def', 'Defe']","['r', 'er', 'der', 'nder']",PROPN,Verona,PROPN,Marash,PROPN,compound,Kumbulla,O,0,0,0,0,0,0,0,Defender,O
1,Xxxxxx,0,"['M', 'Ma', 'Mar', 'Mara']","['h', 'sh', 'ash', 'rash']",PROPN,Defender,PROPN,Kumbulla,PROPN,compound,Kumbulla,O,0,0,0,0,0,0,0,Marash,B-Player
1,Xxxxxxxx,0,"['K', 'Ku', 'Kum', 'Kumb']","['a', 'la', 'lla', 'ulla']",PROPN,Marash,PROPN,,,pobj,to,O,0,0,0,0,0,0,0,Kumbulla,I-Player
1,Xxxxx,0,"['M', 'Mi', 'Mik', 'Mike']","['l', 'el', 'kel', 'ikel']",PROPN,,,Arteta,PROPN,compound,Looking,O,0,0,0,1,1,0,0,Mikel,B-Coach
1,Xxxxxx,0,"['A', 'Ar', 'Art', 'Arte']","['a', 'ta', 'eta', 'teta']",PROPN,Mikel,PROPN,Looking,VERB,compound,Looking,O,0,0,0,0,1,0,0,Arteta,I-Coach
1,Xxxxxxx,0,"['L', 'Lo', 'Loo', 'Look']","['g', 'ng', 'ing', 'king']",VERB,Arteta,PROPN,to,PART,ROOT,Looking,O,0,0,0,0,0,0,0,Looking,O
0,xx,0,['t'],['o'],PART,Looking,VERB,Strengthen,VERB,aux,Strengthen,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxxxxx,0,"['S', 'St', 'Str', 'Stre']","['n', 'en', 'hen', 'then']",VERB,to,PART,4,NUM,xcomp,Looking,O,0,0,0,0,0,0,0,Strengthen,O
0,d,1,[],[],NUM,Strengthen,VERB,Key,PROPN,nummod,Areas,O,0,0,0,0,0,0,0,4,O
1,Xxx,0,"['K', 'Ke']","['y', 'ey']",PROPN,4,NUM,Areas,PROPN,compound,Areas,O,0,0,0,0,0,0,0,Key,O
1,Xxxxx,0,"['A', 'Ar', 'Are', 'Area']","['s', 'as', 'eas', 'reas']",PROPN,Key,PROPN,of,ADP,dobj,Strengthen,O,0,0,0,0,0,0,0,Areas,O
0,xx,0,['o'],['f'],ADP,Areas,PROPN,the,DET,prep,Areas,O,0,0,0,0,0,0,0,of,O
0,xxx,0,"['t', 'th']","['e', 'he']",DET,of,ADP,Arsenal,PROPN,det,Squad,B,0,0,0,0,0,0,0,the,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",PROPN,the,DET,Squad,PROPN,compound,Squad,I,0,1,0,0,0,0,0,Arsenal,B-Club
1,Xxxxx,0,"['S', 'Sq', 'Squ', 'Squa']","['d', 'ad', 'uad', 'quad']",PROPN,Arsenal,PROPN,Ahead,ADV,pobj,of,I,0,0,0,0,0,0,0,Squad,O
1,Xxxxx,0,"['A', 'Ah', 'Ahe', 'Ahea']","['d', 'ad', 'ead', 'head']",ADV,Squad,PROPN,of,ADP,advmod,Strengthen,I,0,0,0,0,0,0,0,Ahead,O
0,xx,0,['o'],['f'],ADP,Ahead,ADV,Next,PROPN,prep,Ahead,I,0,0,0,0,0,0,0,of,O
1,Xxxx,0,"['N', 'Ne', 'Nex']","['t', 'xt', 'ext']",PROPN,of,ADP,Season,NOUN,compound,Season,O,0,0,0,0,0,0,0,Next,O
1,Xxxxxx,0,"['S', 'Se', 'Sea', 'Seas']","['n', 'on', 'son', 'ason']",NOUN,Next,PROPN,,,pobj,of,O,0,0,0,0,0,0,0,Season,O
1,Xxxxxxxxx,0,"['L', 'Le', 'Lei', 'Leic']","['r', 'er', 'ter', 'ster']",PROPN,,,Maintain,PROPN,compound,Chilwell,O,0,0,0,0,0,0,0,Leicester,B-Club
1,Xxxxxxxx,0,"['M', 'Ma', 'Mai', 'Main']","['n', 'in', 'ain', 'tain']",PROPN,Leicester,PROPN,Ben,PROPN,compound,Chilwell,O,0,0,0,0,0,0,0,Maintain,O
1,Xxx,0,"['B', 'Be']","['n', 'en']",PROPN,Maintain,PROPN,Chilwell,PROPN,compound,Chilwell,B,0,0,0,1,0,0,0,Ben,B-Player
1,Xxxxxxxx,0,"['C', 'Ch', 'Chi', 'Chil']","['l', 'll', 'ell', 'well']",PROPN,Ben,PROPN,Is,AUX,nsubj,Is,I,0,0,0,1,0,0,0,Chilwell,I-Player
1,Xx,0,['I'],['s'],AUX,Chilwell,PROPN,Not,PART,ROOT,Is,O,0,0,0,0,0,0,0,Is,O
1,Xxx,0,"['N', 'No']","['t', 'ot']",PART,Is,AUX,for,ADP,neg,Is,O,0,0,0,0,0,0,0,Not,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Not,PART,Sale,PROPN,prep,Is,O,0,0,0,0,0,0,0,for,O
1,Xxxx,0,"['S', 'Sa', 'Sal']","['e', 'le', 'ale']",PROPN,for,ADP,Amid,ADP,pobj,for,O,0,0,0,0,0,0,0,Sale,O
1,Xxxx,0,"['A', 'Am', 'Ami']","['d', 'id', 'mid']",ADP,Sale,PROPN,Intensified,PROPN,prep,Is,O,0,0,0,0,0,0,0,Amid,O
1,Xxxxxxxxxxx,0,"['I', 'In', 'Int', 'Inte']","['d', 'ed', 'ied', 'fied']",PROPN,Amid,ADP,Chelsea,PROPN,compound,Chelsea,O,0,0,0,0,0,0,0,Intensified,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,Intensified,PROPN,&,CCONJ,pobj,Amid,O,0,1,0,0,0,0,0,Chelsea,B-Club
0,&,0,[],[],CCONJ,Chelsea,PROPN,Man,PROPN,cc,Chelsea,O,0,0,0,0,0,0,0,&,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,&,CCONJ,City,PROPN,compound,City,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxxx,0,"['C', 'Ci', 'Cit']","['y', 'ty', 'ity']",PROPN,Man,PROPN,Interest,PROPN,compound,Interest,O,0,0,0,0,0,0,0,City,I-Club
1,Xxxxxxxx,0,"['I', 'In', 'Int', 'Inte']","['t', 'st', 'est', 'rest']",PROPN,City,PROPN,,,conj,Chelsea,O,0,0,0,0,0,0,0,Interest,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,,,Wo,AUX,nsubj,Pursue,B,0,1,0,0,0,0,0,Chelsea,B-Club
1,Xx,0,['W'],['o'],AUX,Chelsea,PROPN,n't,PART,aux,Pursue,O,0,0,0,0,0,0,0,Wo,O
0,x'x,0,"['n', ""n'""]","['t', ""'t""]",PART,Wo,AUX,Pursue,VERB,neg,Pursue,O,0,0,0,0,0,0,0,n't,O
1,Xxxxxx,0,"['P', 'Pu', 'Pur', 'Purs']","['e', 'ue', 'sue', 'rsue']",VERB,n't,PART,Any,DET,ROOT,Pursue,B,0,0,0,0,0,0,0,Pursue,O
1,Xxx,0,"['A', 'An']","['y', 'ny']",DET,Pursue,VERB,More,ADJ,det,Signings,I,0,0,0,0,0,0,0,Any,O
1,Xxxx,0,"['M', 'Mo', 'Mor']","['e', 're', 'ore']",ADJ,Any,DET,Major,ADJ,amod,Signings,O,0,0,0,0,0,0,0,More,O
1,Xxxxx,0,"['M', 'Ma', 'Maj', 'Majo']","['r', 'or', 'jor', 'ajor']",ADJ,More,ADJ,Signings,NOUN,compound,Signings,O,0,0,0,0,0,0,0,Major,O
1,Xxxxxxxx,0,"['S', 'Si', 'Sig', 'Sign']","['s', 'gs', 'ngs', 'ings']",NOUN,Major,ADJ,After,ADP,dobj,Pursue,O,0,0,0,0,0,0,0,Signings,O
1,Xxxxx,0,"['A', 'Af', 'Aft', 'Afte']","['r', 'er', 'ter', 'fter']",ADP,Signings,NOUN,Proposed,PROPN,prep,Pursue,O,0,0,0,0,0,0,0,After,O
1,Xxxxxxxx,0,"['P', 'Pr', 'Pro', 'Prop']","['d', 'ed', 'sed', 'osed']",PROPN,After,ADP,Ben,PROPN,compound,Ben,O,0,0,0,0,0,0,0,Proposed,O
